Name|Age|Hometown|Boarded|Destination|Lifeboat|Body|Pclass|Survived|CrewDept|Position|Gender
Mäenpää, Mr. Matti Alexanteri|22|Kauhajoki, Finland|Southampton|Sudbury, Ontario, Canada|||3|FALSE|||M
Mahon, Miss Bridget Delia|20|Derrymartin, Mayo, Ireland|Queenstown|New York City|||3|FALSE|||F
Maisner, Mr. Simon|34|London, England|Southampton|New York City|||3|FALSE|||M
Mäkinen, Mr. Kalle Edvard|29|Ikaalinen, Pirkanmaa, Finland|Southampton|Glassport, Pennsylvania, US|||3|FALSE|||M
Mamee, Mr. Hanna|20|Tripoli, Lebanon|Cherbourg|Philadelphia, Pennsylvania, US|15||3|TRUE|||M
Mangan, Miss Mary|32|Carrowkehine, Mayo, Ireland|Queenstown|Chicago, Illinois, US||61MB|3|FALSE|||F
Mannion, Miss Margaret|28|Caltra, Galway, Ireland|Queenstown|New York City|16||3|TRUE|||F
Mardirosian, Mr. Sarkis|25|Kiğı, Turkey|Cherbourg|Brantford, Ontario, Canada|||3|FALSE|||M
Marinko, Mr. Dmitri|23|Macedonia|Southampton|New York City|||3|FALSE|||M
Markoff, Mr. Marin|35|Gumostnik, Lovec, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Markun, Mr. Johann|33|Milje, Slovenia|Cherbourg|New York City|||3|FALSE|||M
Matinoff, Mr. Nicola|30|Gabrovo, Bulgaria|Cherbourg|Madison, Wisconsin, US|||3|FALSE|||M
"McCarthy, Miss Catherine ""Katie"""|24|Tipperary, Ireland|Queenstown|Bayonne, New Jersey, US|?||3|TRUE|||F
McCormack, Mr. Thomas Joseph|19|Bayonne, New Jersey, US|Queenstown|Guttenberg, New Jersey, US|15||3|TRUE|||M
McCoy, Miss Catherine Agnes|29|Carrickatane, Tyrone, Ireland|Queenstown|Brooklyn, New York, US|16||3|TRUE|||F
McCoy, Miss Alice|26|Carrickatane, Tyrone, Ireland|Queenstown|Brooklyn, New York, US|16||3|TRUE|||F
McCoy, Mr. Bernard|24|Carrickatane, Tyrone, Ireland|Queenstown|Brooklyn, New York, US|16||3|TRUE|||M
McDermott, Miss Bridget Delia|31|Lahardane, Mayo, Ireland|Queenstown|Chicago, Illinois, US|13||3|TRUE|||F
McEvoy, Mr. Michael|19|Dublin, Ireland|Queenstown|New York City|||3|FALSE|||M
McGovern, Miss Mary|22|Corlough, Cavan, Ireland|Queenstown|New York City|13||3|TRUE|||F
"McGowan, Miss Anna F. ""Annie"""|16|Massbrook, Mayo, Ireland|Queenstown|Chicago, Illinois, US|13||3|TRUE|||F
McGowan, Miss Catherine|42|Terry, Mayo, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||F
McMahon, Mr. Martin|20|Craghbrien, Clare, Ireland|Queenstown|New York City|||3|FALSE|||M
McNamee, Mr. Neal|27|Convoy, Donegal, Ireland, England|Southampton|Philadelphia, Pennsylvania, US|||3|FALSE|||M
McNamee, Mrs. Eileen (née O'Leary)|19|Salisbury, Wiltshire, England|Southampton|Philadelphia, Pennsylvania, US||53MB|3|FALSE|||F
McNeill, Miss Bridget|27|Trien, Roscommon, Ireland|Queenstown|New York City|||3|FALSE|||F
Meanwell, Mrs. Mary Ann|63|Eastbourne, East Sussex, England|Southampton|New York City|||3|FALSE|||F
Meehan, Mr. John|22|Currowhunane, Sligo, Ireland|Queenstown|Patterson, New Jersey, US|||3|FALSE|||M
"Meek, Mrs. Anna ""Annie"" Louise Rowley"|31|Penarth, Glamorgan, Wales|Southampton|New York City|||3|FALSE|||F
Miesnere, Mr. Simon|34|London, England, England|Southampton|New York City|||3|FALSE|||M
Meo-Martino, Mr. Alfonzo|48|Bournemouth, Dorset, England|Southampton|Washington, DC, US||201MB|3|FALSE|||M
Mernagh, Mr. John Robert|26|Ballywilliam, Wexford, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||M
Midtsjø, Mr. Karl Albert|21|Krøkstad, Ski, Norway|Southampton|Chicago, Illinois, US|15||3|TRUE|||M
Mihoff, Mr. Stoytcho|28|Gumostnik, Lovec, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Miles, Mr. Frank|23|Greenwich, London, England|Southampton|New York City|||3|FALSE|||M
Mineff, Mr. Ivan|24|Bulgaria|Southampton|Coon Rapids, Iowa, US|||3|FALSE|||M
Minkoff, Mr. Lazar|21|Gumostnik, Lovec, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Mitkoff, Mr. Mito|23|Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Mockler, Miss Ellen Mary|23|Currafarry, Galway, Ireland|Queenstown|New York City|16||3|TRUE|||F
Moen, Mr. Sigurd Hansen|25|Bergen, Norway|Southampton|Minneapolis, Minnesota, US||309M|3|FALSE|||M
Moor, Mrs. Beila|29|Russia|Southampton|Chicago, Illinois, US|14||3|TRUE|||F
Moor, Master Meier|7|Russia|Southampton|Chicago, Illinois, US|14||3|TRUE|||M
Moore, Mr. Leonard Charles|19|Kingston upon Thames, London, England|Southampton|Hoboken, New Jersey, US|||3|FALSE|||M
Moran, Miss Bertha Bridget|28|Askeaton, Limerick, Ireland|Queenstown|Brooklyn, New York, US|16||3|TRUE|||F
Moran, Mr. Daniel James|27|Askeaton, Limerick, Ireland|Queenstown|Brooklyn, New York, US|||3|FALSE|||M
Morley, Mr. William|34|Petworth, West Sussex, England|Southampton|New York City|||3|FALSE|||M
Morrow, Mr. Thomas Rowan|30|Rathfriland, Down, Ireland|Queenstown|Gleichen, Alberta, Canada|||3|FALSE|||M
Moss, Mr. Albert Johan|29|Bergen, Norway|Southampton|New York City|B||3|TRUE|||M
Moussa, Mrs. Mantoura|35|Hardîne, Lebanon|Cherbourg|Wilkes-Barre, Pennsylvania, US|?||3|TRUE|||F
Moutal, Mr. Rahamin Haim|28|London, England|Southampton|New York City|||3|FALSE|||M
Mubarik, Mrs. Amanah Fa'ud (née Iskandar)|24|Hardîne, Lebanon|Cherbourg|Houtzdale, Pennsylvania, US|C||3|TRUE|||F
Mubarik, Master Gerios|7|Hardîne, Lebanon|Cherbourg|Houtzdale, Pennsylvania, US|C||3|TRUE|||M
Mubarik, Master Halim Gonios|4|Hardîne, Lebanon|Cherbourg|Houtzdale, Pennsylvania, US|C||3|TRUE|||M
"Mullen, Miss Katherine ""Katie"""|19|Esker, Longford, Ireland|Queenstown|New York City|16||3|TRUE|||F
"Mulvihill, Miss Bridget Elizabeth ""Bertha"""|25|Athlone, Westmeath, Ireland|Queenstown|Providence, Rhode Island, US|15||3|TRUE|||F
Murdlin, Mr. Joseph|22|London, England|Southampton|New York City|||3|FALSE|||M
"Murphy, Miss Catherine ""Kate"""|18|Aghnacliffe, Longford, Ireland|Queenstown|Philadelphia, Pennsylvania, US|16||3|TRUE|||F
"Murphy, Miss Margaret Jane ""Maggie/Mary"""|25|Fostragh, Longford, Ireland|Queenstown|Philadelphia, Pennsylvania, US|16||3|TRUE|||F
Murphy, Miss Nora|34|Dublin, Ireland|Queenstown|New York City|16||3|TRUE|||F
Muslamani, Mrs. Fatimah|22|Tebnine, Lebanon|Cherbourg|Michigan City, Indiana, US|C||3|TRUE|||F
Myhrman, Mr. Pehr Fabian Oliver Malkolm|18|Kristinehamn, Värmland, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Nackid, Mr. Sahid|20|Zgharta, Lebanon|Cherbourg|Waterbury, Connecticut, US|C||3|TRUE|||M
"Nackid, Miss Waika ""Mary"" (née Mowad)"|19|Zgharta, Lebanon|Cherbourg|Waterbury, Connecticut, US|C||3|TRUE|||F
Nackid, Miss Maria|1|Zgharta, Lebanon|Cherbourg|Waterbury, Connecticut, US|C||3|TRUE|||F
Naidenoff, Mr. Penko|22|Gumostnik, Lovech, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Nakli-Khoury, Mr. Toufik|17|Hardîne, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Nancarrow, Mr. William Henry|33|St Austell, Cornwall, England|Southampton|Yonkers, New York, US|||3|FALSE|||M
Nankoff, Mr. Minko|32|Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Nasr Alma, Mr. Mustafa|20|Tebnine, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Nassr Rizq, Mr. Saade|20|Sir'Al, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Naughton, Miss Hannah|21|Donoughmore, Ireland|Queenstown|New York City|||3|FALSE|||F
Nenkoff, Mr. Christo|22|Bulgaria|Southampton|Coon Rapids, Iowa, US|||3|FALSE|||M
Nieminen, Miss Manta Josefiina|29|Karinainen, Finland|Southampton|Aberdeen, Washington, US|||3|FALSE|||F
Niklasson, Mr. Samuel|28|Västra Bogane, Orust Island, Sweden|Southampton|New York City|||3|FALSE|||M
Nilsson, Mr. August Ferdinand|21|Hörby, Skåne, Sweden|Southampton|St. Paul, Minnesota, US|||3|FALSE|||M
Nilsson, Miss Berta Olivia|18|Lysvik, Värmland, Sweden|Southampton|Missoula, Montana, US|D||3|TRUE|||F
Nilsson, Miss Helmina Josefina|26|Ramkvilla, Småland, Sweden|Southampton|Joliet, Illinois, US|13||3|TRUE|||F
Niqula-Yarid, Miss Jamilah|14|El-Hakour, Lebanon|Cherbourg|Jacksonville, Florida, US|C||3|TRUE|||F
Niqula-Yarid, Master Ilyas|12|El-Hakour, Lebanon|Cherbourg|Jacksonville, Florida, US|C||3|TRUE|||M
Nirva, Mr. Iisakki Antino Äijö|41|Kauhajoki, Finland|Southampton|Sudbury, Ontario, Canada|||3|FALSE|||M
Niskanen, Mr. Juha|39|Kivijärvi, Finland|Southampton|Boston, Massachusetts, US|9||3|TRUE|||M
Nofal, Mr. Mansur|20|Kafr Mishki, Lebanon|Cherbourg|Ottawa, Ontario, Canada||181MB|3|FALSE|||M
Nosworthy, Mr. Richard Cater|21|Newton Abbot, Devon, England|Southampton|Buffalo, New York, US|||3|FALSE|||M
Nysten, Miss Anna Sofia|22|Kisa, Östergötland, Sweden|Southampton|Hackensack, New Jersey, US|13||3|TRUE|||F
Nysveen, Mr. Johan Hansen|61|Øyer, Norway|Southampton|Grand Forks, North Dakota, US|||3|FALSE|||M
O'Brien, Mr. Thomas|27|Pallasgreen, Limerick, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||M
"O'Brien, Mrs. Johanna ""Hannah"" (née Godfrey)"|26|Pallasgreen, Limerick, Ireland|Queenstown|New York City|?||3|TRUE|||F
O'Brien, Mr. Timothy|21|Drimoleague, Cork, Ireland|Queenstown|New York City|||3|FALSE|||M
O'Connell, Mr. Patrick Denis|17|Kingwilliamstown, Cork, Ireland|Queenstown|New York City|||3|FALSE|||M
O'Connor, Mr. Maurice|16|Boherbue, Cork, Ireland|Queenstown|New York City|||3|FALSE|||M
O'Connor, Mr. Patrick|23|Kingwilliamstown, Cork, Ireland|Queenstown|New York City|||3|FALSE|||M
O'Driscoll, Miss Bridget|24|Ballydehob, Cork, Ireland|Queenstown|Jersey City, New Jersey, US|D||3|TRUE|||F
"O'Dwyer, Miss Ellen ""Nellie"""|25|Limerick, Limerick, Ireland|Queenstown|New York City|?||3|TRUE|||F
O'Keefe, Mr. Patrick|22|Waterford, Waterford, Ireland|Queenstown|New York City|B||3|TRUE|||M
"O'Leary, Miss Hanora ""Nora"""|16|Kingwilliamstown, Cork, Ireland|Queenstown|New York City|13||3|TRUE|||F
O'Sullivan, Miss Bridget Mary|21|Glenduff, Kerry, Ireland|Queenstown|New York City|||3|FALSE|||F
Ödahl, Mr. Nils Martin|23|Örsjö, Kalmar, Sweden|Southampton|Peoria, Illinois, US|||3|FALSE|||M
Öhman, Miss Velin|22|Mariestad, Västergötland, Sweden|Southampton|Chicago, Illinois, US|C||3|TRUE|||F
Olsen, Mr. Henry Margido|28|Bergen, Norway|Southampton|New York City||173MB|3|FALSE|||M
Olsen, Mr. Karl Siegwart Andreas|42|Trondheim, Norway|Southampton|Brooklyn, New York, US|||3|FALSE|||M
Olsen, Master Arthur Carl|9|Trondheim, Norway|Southampton|Brooklyn, New York, US|13||3|TRUE|||M
Olsen, Mr. Ole Martin|27|Sunnhordland, Norway|Southampton|Broderick, Canada|||3|FALSE|||M
Olsson, Miss Elina|31|Södra Brantevik, Sweden|Southampton|St. Paul, Minnesota, US|||3|FALSE|||F
Olsson, Mr. Nils Johan Göransson|28|Eslöv, Skåne, Sweden|Southampton|New York City|||3|FALSE|||M
Olsson, Mr. Oskar Wilhelm|32|Lunna, Orust Island, Sweden|Southampton|Manitowoc, Wisconsin, US|A||3|TRUE|||M
Olsvingen, Mr. Thor Andersen|20|Vikersund, Norway|Southampton|Carneron, US||89MB|3|FALSE|||M
Orešković, Miss Jelka|23|Konjsko Brdo, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Orešković, Mr. Luka|20|Konjsko Brdo, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Orešković, Miss Marija|20|Konjsko Brdo, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Osén, Mr. Olaf Elon|16|Hedesunda, Gävleborg, Sweden|Southampton|Mitchell, South Dakota, US|||3|FALSE|||M
Pålsson, Mrs. Alma Cornelia (née Berglund)|29|Bjuv, Skåne, Sweden|Southampton|Chicago, Illinois, US||206MB|3|FALSE|||F
Pålsson, Miss Torborg Danira|8|Bjuv, Skåne, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Pålsson, Master Paul Folke|6|Bjuv, Skåne, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Pålsson, Miss Stina Viola|3|Bjuv, Skåne, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Pålsson, Master Gösta Leonard|2|Bjuv, Skåne, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala)|41|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||F
Panula, Mr. Ernesti Arvid|16|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||M
Panula, Mr. Jaakko Arnold|15|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||M
Panula, Master Juha Niilo|7|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||M
Panula, Master Urho Abraham|2|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||M
Panula, Master Eino Viljami|1|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||M
Pašič, Mr. Jakov|21|Streklevac, Slovenia|Southampton|Aurora, Illinois, US|||3|FALSE|||M
Patchett, Mr. George|19|Wollaston, Northamptonshire, England|Southampton|Kitchener, Ontario, Canada|||3|FALSE|||M
Pavlović, Mr. Štefo|32|Vagovina, Croatia|Southampton|Harrisburg, Pennsylvania, US|||3|FALSE|||M
Peacock, Mrs. Edith (née Nile)|26|Southampton, Hampshire, England|Southampton|Elizabeth, New Jersey, US|||3|FALSE|||F
Peacock, Miss Treasteall|4|Southampton, Hampshire, England|Southampton|Elizabeth, New Jersey, US|||3|FALSE|||F
Peacock, Master Albert Edward|0.5833|Southampton, Hampshire, England|Southampton|Elizabeth, New Jersey, US|||3|FALSE|||M
Pearce, Mr. Ernest|32|London, England|Southampton|New York City|||3|FALSE|||M
Pedersen, Mr. Olaf|28|Sandefjord, Norway|Southampton|Seattle, Washington, US|||3|FALSE|||M
Peduzzi, Mr. Giuseppe|24|London, England|Southampton|New York City|||3|FALSE|||M
Pekoniemi, Mr. Edvard Johannes|21|Heinola, Finland|Southampton|New York City|||3|FALSE|||M
Peltomäki, Mr. Nikolai Johannes|25|Helsinki, Finland|Southampton|New York City|||3|FALSE|||M
Perkin, Mr. John Henry|22|Holsworthy, Devon, England|Southampton|Saskatoon, Saskatchewan, Canada|||3|FALSE|||M
Persson, Mr. Ernst Ulrik|25|Stockholm, Uppland, Sweden|Southampton|Indianapolis, Indiana, US|15||3|TRUE|||M
"Peters, Miss Catherine ""Katie"""|26|Cahir, Tipperary, Ireland|Queenstown|New York City|||3|FALSE|||F
Petersen, Miss. Abby|24|London, England|Southampton|New York City|||3|FALSE|||F
Petranec, Miss Matilda|28|Vagovina, Croatia|Southampton|Harrisburg, Pennsylvania, US|||3|FALSE|||F
Petroff, Mr. Nadjalko|19|Gumostnik, Lovec, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Petroff, Mr. Pastcho|29|Belish, Troyan, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Pettersson, Miss Ellen Natalia|18|Stockholm, Uppland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||F
Pettersson, Mr. Johan Emil|25|Västermo, Södermanland, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Pickard, Mr. Berk (Trembisky)|32|Warsaw, Poland|Southampton|San Francisco, US|9||3|TRUE|||M
Plotcharsky, Mr. Vasil|27|Bulgaria|Southampton|Tulsa, Oklahoma, US|||3|FALSE|||M
Pocrnić, Mr. Mate|17|Bukovac, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Pocrnić, Mr. Tome|24|Bukovac, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Pullner, Mr. Uscher|16|Unknown|Cherbourg|New York City|||3|FALSE|||M
Radeff, Mr. Alexander|27|Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Rasmussen, Mrs. Lena Jakobsen (née Solvang)|62|Haugesund, Rogaland, Norway|Southampton|Centerville, South Dakota, US|||3|FALSE|||F
Razi, Mr. Raihed|30|Tebnine, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Reed, Mr. James George|19|Penarth, Glamorgan, Wales|Southampton|New York City|||3|FALSE|||M
Rekić, Mr. Tido|38|Bosanska Krupa, Bosnia|Southampton|Harrisburg, Pennsylvania, US|||3|FALSE|||M
Reynolds, Mr. Harold J.|21|London, England|Southampton|Toronto, Ontario, Canada||327MM|3|FALSE|||M
Rice, Mrs. Margaret (née Norton)|39|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US||12MB|3|FALSE|||F
Rice, Master Albert|10|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US|||3|FALSE|||M
Rice, Master George Hugh|8|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US|||3|FALSE|||M
"Rice, Master Frederick Thomas ""Eric"""|7|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US|||3|FALSE|||M
Rice, Master Arthur|4|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US|||3|FALSE|||M
Rice, Master Eugene Francis|2|Athlone, Westmeath, Ireland|Queenstown|Spokane, Washington, US|||3|FALSE|||M
"Riihivuori, Miss Susanna Juhantytär ""Sanni"""|22|Ylihärmä, South Ostrobothnia, Finland|Southampton|Coal Center, Pennsylvania, US|||3|FALSE|||F
Rintamäki, Mr. Matti|35|Kyyny, Finland|Southampton|Sudbury, Ontario, Canada|||3|FALSE|||M
Riordan, Miss Hannah|18|Glenlougha, Cork, Ireland|Queenstown|New York City|13||3|TRUE|||F
Risien, Mr. Samuel Beard|69|Deal, Kent, England|Southampton|Groesbeck, Texas, US|||3|FALSE|||M
Risien, Mrs. Emma Jane(née Lellyet)|58|Durban, South Africa|Southampton|Groesbeck, Texas, US|||3|FALSE|||F
Robins, Mr. Alexander A.|50|St Austell, Cornwall, England|Southampton|Yonkers, New York, US||119MB|3|FALSE|||M
Robins, Mrs. Grace Charity (née Laury)|47|St Austell, Cornwall, England|Southampton|Yonkers, New York, US||7MB|3|FALSE|||F
Rogers, Mr. William John|29|Pontardawe, West Glamorgan, Wales|Southampton|New York City|||3|FALSE|||M
Rommetvedt, Mr. Knud Paust|49|Hogstad, Norway|Southampton|New York City|||3|FALSE|||M
Rosblom, Mrs. Helena Wilhelmina|41|Suistamo, Finland|Southampton|Astoria, Oregon, US|||3|FALSE|||F
Rosblom, Mr. Viktor Rickard|18|Suistamo, Finland|Southampton|Astoria, Oregon, US|||3|FALSE|||M
Rosblom, Miss Salli Helena|2|Suistamo, Finland|Southampton|Astoria, Oregon, US|||3|FALSE|||F
Roth, Miss Sarah A.|26|London, England|Southampton|New York City|C||3|TRUE|||F
Rouse, Mr. Richard Henry|50|Sittingbourne, Kent, England|Southampton|Cleveland, Ohio, US|||3|FALSE|||M
Rush, Mr. Alfred George John|16|Strood, Kent, England|Southampton|Detroit, Michigan, US|||3|FALSE|||M
Ryan, Mr. Edward|24|Ballinascreen, Tipperary, Ireland|Queenstown|Troy, New York, US|14||3|TRUE|||M
Ryan, Mr. Patrick|29|Askeaton, Limerick, Ireland|Queenstown|Bronx, New York, US|||3|FALSE|||M
Sæther, Mr. Simon Sivertsen|43|Skaun, Sør-Trøndelag, Norway|Southampton|US||32MB|3|FALSE|||M
Saad, Mr. Amin|30|Tebnine, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Saad, Mr. Khalil|25|Kfar Mechi, Syria|Cherbourg|Ottawa, Ontario, Canada|||3|FALSE|||M
Sadlier, Mr. Matthew|20|Mohill, Leitrim, Ireland|Queenstown|Lakewood Township, New Jersey, US|||3|FALSE|||M
Sadowitz, Mr. Harry|17|London, England|Southampton|Providence, Rhode Island, US|||3|FALSE|||M
Sage, Mr. John George|44|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||M
Sage, Mrs. Annie Elizabeth (née Cazaly)|44|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||F
Sage, Miss Stella Anne|20|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||F
Sage, Mr. George John|19|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||M
Sage, Mr. Douglas Bullen|18|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||M
Sage, Mr. Frederick|16|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||M
"Sage, Miss Dorothy Florence ""Dolly"""|14|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||F
"Sage, Master Anthony William ""Will"""|13|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US||67MB|3|FALSE|||M
Sage, Miss Elizabeth Ada|10|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||F
Sage, Miss Constance Gladys|7|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||F
Sage, Master Thomas Henry|4|Peterborough, Cambridgeshire, England|Southampton|Jacksonville, Florida, US|||3|FALSE|||M
Salander, Mr. Karl Johan|24|Genevad, Halland, Sweden|Southampton|Red Wing, Minnesota, US|||3|FALSE|||M
Salkjelsvik, Miss Anna Kristine|21|Ålesund, Møre og Romsdal, Norway|Southampton|Proctor, Minnesota, US|C||3|TRUE|||F
Salonen, Mr. Johan Verner|39|Aberdeen, Washington, US|Southampton|Aberdeen, Washington, US|||3|FALSE|||M
Sa'maan, Master Butrus|10|Hardîne, Lebanon|Cherbourg|Wilkes Barre, Pennsylvania, US|||3|FALSE|||M
Sa'maan, Mr. Hanna Ilyas|40|Hardîne, Lebanon|Cherbourg|Wilkes-Barre, Pennsylvania, US|||3|FALSE|||M
Sa'maan, Mr. Ilyas|17|Hardîne, Lebanon|Cherbourg|Wilkes-Barre, Pennsylvania, US|||3|FALSE|||M
"Sa'maan, Mr. Youssef Omar ""Joseph"""|16|Hardîne, Lebanon|Cherbourg|Wilkes-Barre, Pennsylvania, US|||3|FALSE|||M
Sandström, Mrs. Agnes Charlotta (née Bengtsson)|24|Motala, Östergötland, Sweden|Southampton|San Francisco, US|13||3|TRUE|||F
Sandström, Miss Marguerite Rut|4|Motala, Östergötland, Sweden|Southampton|San Francisco, US|13||3|TRUE|||F
Sandström, Miss Beatrice Irene|1|Motala, Östergötland, Sweden|Southampton|San Francisco, US|13||3|TRUE|||F
Sap, Mr. Julius (Jules)|21|Zwevezele, Belgium|Southampton|Detroit, Michigan, US|11||3|TRUE|||M
Saundercock, Mr. William Henry|19|St Austell, Cornwall, England|Southampton|New York City|||3|FALSE|||M
Sawyer, Mr. Frederick Charles|33|Basingstoke, Hampshire, England|Southampton|Halley, Michigan, US||284MB|3|FALSE|||M
Scanlan, Mr. James|22|Rathkeale, Limerick, Ireland|Queenstown|New York City|||3|FALSE|||M
Scheerlinck, Mr. Jean Baptiste|29|Haaltert, East Flanders, Belgium|Southampton|Detroit, Michigan, US|11||3|TRUE|||M
Sdycoff, Mr. Theodor|42|Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Shaughnessy, Mr. Patrick|24|Tynagh, Galway, Ireland|Queenstown|New York City|||3|FALSE|||M
Shawah, Mr. Yousseff Ibrahim|33|Beirut, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Shadid, Mr. Dahir Abu|19|Ibrin[85], Syria or Lebanon|Cherbourg|Kulpmont, Pennsylvania, US||9MB|3|FALSE|||M
Shellard, Mr. Frederick William Blainey|55|Bristol, Avon, England|Southampton|Troy, New York, US|||3|FALSE|||M
Shihab, Mr. Amir Faris|25|Hadath, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Shine, Miss Ellen Natalia|20|Cork, Cork, Ireland|Queenstown|New York City|?||3|TRUE|||F
Shorney, Mr. Charles Joseph|22|Heron's Ghyll, East Sussex, England|Southampton|New York, US||240{?}MB|3|FALSE|||M
Simmons, Mr. John|39|Leigh, Kent, England|Southampton|New York City|||3|FALSE|||M
Sirkanian, Mr. Arsun|22|Kiğı, Turkey|Cherbourg|Brantford, Ontario, Canada|||3|FALSE|||M
Sirota, Mr. Maurice|20|London, England|Southampton|New York City|||3|FALSE|||M
Sivić, Mr. Husein|40|Bosanska Krupa, Bosnia|Southampton|Harrisburg, Pennsylvania, US|||3|FALSE|||M
Sivola, Mr. Antti Vilhelmi|21|Mountain Home, Idaho, US|Southampton|Mountain Home, Idaho, US|||3|FALSE|||M
Sjöblom, Miss Anna Sofiia|18|Munsala, Finland|Southampton|Olympia, Washington, US|16||3|TRUE|||F
Skoog, Mr. Wilhelm Johansson|40|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||M
Skoog, Mrs. Anna Bernhardina (née Karlsson)|43|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||F
Skoog, Master Karl Thorsten|11|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||M
Skoog, Miss Mabel|9|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||F
Skoog, Master Harald|5|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||M
Skoog, Miss Margit Elizabeth|2|Hällekis, Västergötland, Sweden|Southampton|Iron Mountain, Michigan, US|||3|FALSE|||F
Slabenoff, Mr. Peko|42|Bulgaria|Southampton|New York City|||3|FALSE|||M
Slocovski, Mr. Selman Francis|20|London, England|Southampton|New York City|||3|FALSE|||M
Smiljanić, Mr. Jakob Mile|37|Pisac, Croatia|Southampton|New York City|||3|FALSE|||M
Smyth, Mr. Thomas|26|Caltra, Galway, Ireland|Queenstown|Hammond, Indiana, US|||3|FALSE|||M
Smyth, Miss Julia|17|Kilcogy, Cavan, Ireland|Queenstown|New York City|13||3|TRUE|||F
